2.000466386000000421e+04 8.067207004922973391e-15
2.002074478000000090e+04 1.456599948722840651e-13
2.003682570000000123e+04 1.392318080970679092e-12
2.005290662000000157e+04 1.472246959039907512e-12
2.006898753999999826e+04 1.808591733103921436e-12
2.008506845999999859e+04 1.804532159499649939e-12
2.010114937999999893e+04 1.365983576307296602e-12
2.011723030000000290e+04 6.975747750499320985e-13
2.013331121999999959e+04 2.480409569850725246e-13
2.014939213999999993e+04 1.030216355787109995e-13
2.016547306000000026e+04 8.819608100026938434e-14
2.018155398000000059e+04 2.244028483684474951e-13
2.019763489999999729e+04 4.436939033294544522e-13
2.021371582000000126e+04 3.213240189241881978e-13
2.022979674000000159e+04 3.115328462636771907e-13
2.024587766000000192e+04 4.519852312544962288e-13
2.026195857999999862e+04 1.265773401788260088e-13
2.027803948999999920e+04 1.888938645306127622e-14
2.029412040999999954e+04 3.297147984070508616e-14
2.031020133000000351e+04 2.441871987700188725e-13
2.032628225000000020e+04 4.345767338929720951e-13
2.034236317000000054e+04 4.543799756567361338e-13
2.035844409000000087e+04 5.703100770734011726e-13
2.037452501000000120e+04 7.366936049061465703e-13
2.039060592999999790e+04 8.730033130592500365e-13
2.040668684999999823e+04 1.056628271815345681e-12
2.042276777000000220e+04 5.454142664324295894e-13
2.043884868999999890e+04 3.445259888031868590e-13
2.045492960999999923e+04 3.880557257608556821e-13
2.047101052999999956e+04 6.190251450398307086e-13
2.048709144999999626e+04 6.113699624061684437e-13
2.050317237000000387e+04 5.526673865949277042e-13
2.051925329000000420e+04 6.422824008388396361e-13
2.053533421000000089e+04 9.531516699105483205e-13
2.055141513000000123e+04 8.566335059409145135e-13
2.056749604999999792e+04 1.014070286802776514e-12
2.058357696999999825e+04 1.387075163592494166e-12
2.059965787999999884e+04 1.534399196631312153e-12
2.061573879999999917e+04 1.506922216414531143e-12
2.063181971999999587e+04 1.496794811690552958e-12
2.064790063999999984e+04 1.174708813534309254e-12
2.066398156000000017e+04 7.821202319412297991e-13
2.068006248000000051e+04 5.876902736728314699e-13
2.069614340000000084e+04 7.844639142754612023e-13
2.071222431999999753e+04 1.572449094246412685e-12
2.072830524000000150e+04 1.420027873275882916e-12
2.074438616000000184e+04 1.609330522320823459e-12
2.076046707999999853e+04 2.411331867780930502e-12
2.077654799999999886e+04 2.896544713171536149e-12
2.079262891999999920e+04 1.599248435899305331e-12
2.080870984000000317e+04 1.353085196483086023e-12
2.082479076000000350e+04 2.143395367245914114e-12
2.084087168000000020e+04 3.645191272750408481e-12
2.085695260000000053e+04 4.731452258687257674e-12
2.087303351999999722e+04 8.914821917064748619e-12
2.088911443999999756e+04 9.970734501732857392e-12
2.090519535999999789e+04 1.232056816664220105e-11
2.092127626999999848e+04 1.538747605583331638e-11
2.093735718999999517e+04 2.120809566582468364e-11
2.095343811000000278e+04 1.662378652206259501e-11
2.096951903000000311e+04 1.490102488775944456e-11
2.098559994999999981e+04 2.056981324463673886e-11
2.100168087000000014e+04 3.623257758778643482e-11
2.101776178999999684e+04 3.401594017880122677e-11
2.103384271000000081e+04 2.907777054908007370e-11
2.104992363000000114e+04 2.035812123259106071e-11
2.106600454999999783e+04 1.954381390198243763e-11
2.108208547000000181e+04 2.930699366342075482e-11
2.109816638999999850e+04 2.362856923274446931e-11
2.111424730999999883e+04 1.396492979043140271e-11
2.113032823000000280e+04 1.286909793321293916e-11
2.114640914999999950e+04 5.267595134581167749e-11
2.116249006999999983e+04 6.519955949637759458e-11
2.117857098999999653e+04 1.066331565899386186e-10
2.119465190999999686e+04 2.860231044810331786e-11
2.121073283000000447e+04 2.615748962627076998e-11
2.122681375000000116e+04 4.727345945010246748e-11
2.124289466000000175e+04 8.809088471827567660e-11
2.125897558000000208e+04 8.263666765744762947e-11
2.127505650000000242e+04 5.979877207069447892e-11
2.129113741999999911e+04 4.715352066130451033e-11
2.130721833999999944e+04 4.621570647261592367e-11
2.132329925999999614e+04 5.775165457824138843e-11
2.133938017999999647e+04 3.764157809455261677e-11
2.135546110000000408e+04 3.319805762383956723e-11
2.137154202000000078e+04 3.435155197302657779e-11
2.138762294000000111e+04 5.271247920776398298e-11
2.140370385999999780e+04 6.109975257775151080e-11
2.141978477999999814e+04 7.388496024773922490e-11
2.143586570000000211e+04 6.310653493410083306e-11
2.145194661999999880e+04 5.043771505436552974e-11
2.146802753999999914e+04 4.414475546817885058e-11
2.148410846000000311e+04 4.476599114071020458e-11
2.150018937999999980e+04 5.117818182002888785e-11
2.151627030000000377e+04 4.396195315323551121e-11
2.153235122000000047e+04 4.793723585341883788e-11
2.154843214000000080e+04 5.378987368209308808e-11
2.156451305000000139e+04 7.610754971118839346e-11
2.158059397000000172e+04 5.710576011396013542e-11
2.159667488999999841e+04 4.951698423868555513e-11
2.161275580999999875e+04 5.140591961830158119e-11
2.162883672999999544e+04 6.301687482369758536e-11
2.164491765000000305e+04 7.679807690279379654e-11
